Channel id,Region SB Rank,SB Rating,Channel name,Uploads,Subs,Video Views,Nation,Category,User Created,SB rank,Subscriber Rank,Video Views Rank,Country Rank,Category Rank,Subscribers for the last 30 days,Video Views for the last 30 days,Lowest Estimated Monthly Earnings,Highest Estimated Monthly Earnings,Lowest Estimated Yearly Earnings,Highest Estimated Yearly Earnings,"2016 Unemployment, total (% of total labor force)",2024 Urban population,"2024 Population, total",2023 GDP per capita,2023 GDP per capita growth
UCuP1RpL6YOitjn41PeFBI4A,25,A-,change your life,3863,167000,155590675,AU,Sports,2017-07-15,4532,2222,123125,845,1176,92800.0,92995000.0,23200.0,372000.0,279000.0,4500000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCfaZw8XH_zmAVkBst_MPD6w,67,B+,CKN,492,18900000,12949482096,AU,Entertainment,2015-03-28,14136,281,461,5,165,,40300000.0,10100.0,161200.0,120900.0,1900000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UC3K664zuRUodaWXzHQJ2Vzg,76,B+,iyhaL & birDs,377,37200,35917454,AU,,2024-02-20,16065,4261,427471,547,1547,37200.0,35865000.0,9000.0,143500.0,107600.0,1700000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCXyC0YoKWV3D3Gcx3okp3fA,19,A-,Team UnOfficial Shorts,1904,3600000,1760988292,AU,,2020-02-14,2702,1022,9127,77,77,170000.0,114999000.0,28700.0,460000.0,345000.0,5500000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCwAY7nGTv_BApJYjdwi3VdA,51,B+,Jiny Maeng,583,1630000,792130292,AU,,2020-07-12,11245,1224,24276,173,173,80000.0,55045000.0,13800.0,220200.0,165100.0,2600000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UC5f5IV0Bf79YLp_p9nfInRA,8,A-,How Ridiculous,737,22900000,13740380279,AU,Sports,2009-09-09,1048,242,423,3,7,200000.0,214176000.0,53500.0,856700.0,642500.0,10300000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCLxHgD4_HhwDGpblUGSpVzw,53,B+,Gokumeme,76,14500,71101084,AU,People,2017-07-09,11565,11813,300449,885,4362,13700.0,67982000.0,17000.0,271900.0,203900.0,3300000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCtxbV_l2t708Y4tkGSn2IZg,20,A-,Bundun,529,1470000,1773079136,AU,Games,2011-09-20,2982,1241,9078,188,751,60000.0,108696000.0,27200.0,434800.0,326100.0,5200000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCj4hfQEWcGtF08SLEZCZc5Q,10,A-,Vindooly,809,5000000,3225553360,AU,Games,2009-11-11,1386,881,4118,52,407,260000.0,197556000.0,49400.0,790200.0,592700.0,9500000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCeTKJSW1NTAkf27nNmjWt5A,18,A-,Australian Open TV,13732,2520000,3267543125,AU,Sports,2007-12-05,2501,1128,4001,109,245,40000.0,124683000.0,31200.0,498700.0,374000.0,6000000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCPHWKNQUQCzlUXtErmJNdRQ,96,B+,FuN4Ticks,111,87500,73738377,AU,,2022-03-21,19840,2724,242323,63,1063,37100.0,29814000.0,7500.0,119300.0,89400.0,1400000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCV6mNrW8CrmWtcxWfQXy11g,65,B+,DarkViperAU,1764,1810000,1317728366,AU,Games,2012-10-31,13578,1204,13027,155,716,20000.0,35410000.0,8900.0,141600.0,106200.0,1700000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCAYeLUQj1BhFhbJzZqKROmg,75,B+,Cheesymembey,466,2870000,340954970,AU,Games,2020-11-13,16043,1095,58989,96,612,110000.0,37016000.0,9300.0,148100.0,111000.0,1800000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCBN_7mH7JV66YN22wyNY8RQ,60,B+,Ryan's Model Y,405,174000,159172204,AU,Autos,2021-06-23,13131,2222,123375,845,923,63000.0,41273000.0,10300.0,165100.0,123800.0,2000000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCZ2PNRqBa93_sABm0_jvaTw,93,B+,PhantomR,42,131000,43367865,AU,,2024-06-07,19529,2391,424640,903,903,60100.0,20904000.0,5200.0,83600.0,62700.0,1000000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UC7HiPCtTwr1hu7qNPrqOYtQ,88,B+,The Marshmallow Co.,373,1720000,994352697,AU,,2022-03-03,18903,1213,18381,164,164,30000.0,27593000.0,6900.0,110400.0,82800.0,1300000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UC5HfVz8n_2l0Th4iGgO8Ijg,40,B+,Viralform,96,46600,85781770,AU,,2022-03-20,8444,4147,259677,528,1528,41100.0,79209000.0,19800.0,316800.0,237600.0,3800000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCqNkn5PNeSqbQTAR5RP_L_Q,26,A-,Andy Cooks,1026,5280000,2739237792,AU,,2008-07-28,4562,849,5155,49,49,130000.0,101078000.0,25300.0,404300.0,303200.0,4900000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCz2BENAszzKr_m7AfS8fB1w,9,A-,Baby Swim,312,1230000,760999134,AU,Sports,2007-02-08,1235,1273,26144,213,376,335000.0,237394000.0,59300.0,949600.0,712200.0,11400000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCr3o3NPcZdz3XEWqlPz7Sqg,68,B+,The Blackman Family,3232,616000,413201896,AU,People,2020-04-04,14153,1704,48407,440,1268,35000.0,36501000.0,9100.0,146000.0,109500.0,1800000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UC_WCouYqsCDnQTW3C5MzyiA,64,B+,Lah-Lah,173,1000000,773435328,AU,Music,2009-08-19,13452,1292,24373,229,901,34000.0,33516000.0,8400.0,134100.0,100500.0,1600000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCTFAop2kYouNBtNrxnT7_gw,80,B+,Mr. brainy,97,176000,80618185,AU,,2023-10-30,16904,2217,224698,841,841,48000.0,27931000.0,7000.0,111700.0,83800.0,1300000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCcxmaEGbd1lJohh8xOzs4yw,17,A-,Super Enot,716,279000,254509383,AU,,2023-12-29,2379,2114,92892,765,765,169000.0,169603000.0,42400.0,678400.0,508800.0,8100000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCQ62eviBm92rz20hE1IIIXQ,22,A-,Vincey,4135,291000,719043175,AU,Comedy,2019-05-02,3380,2063,26957,722,1318,21000.0,98743000.0,24700.0,395000.0,296200.0,4700000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCtmsSQqqTFjumGZi22a6q7w,73,B+,SpecterCinema,74,30300,85080945,AU,Music,2011-07-26,15453,5356,215563,639,2736,8000.0,24701000.0,6200.0,98800.0,74100.0,1200000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCsOoQeBWPnfWBYAwmO795zg,62,B+,Hillsong UNITED,543,5250000,2056856286,AU,Music,2006-10-16,13389,850,7409,50,486,30000.0,20488000.0,5100.0,82000.0,61500.0,983400.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCXrExb1m3VjR0m1_l9luxRQ,77,B+,PWR,545,2390000,757490458,AU,Games,2020-04-19,16243,1143,25108,116,658,50000.0,33996000.0,8500.0,136000.0,102000.0,1600000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCQeiBlCcS4_XGwFjrvDn96w,85,B+,Tones And I,180,5420000,3149518446,AU,Music,2017-11-07,18652,832,4181,47,471,10000.0,31373000.0,7800.0,125500.0,94100.0,1500000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCeE3lj6pLX_gCd0Yvns517Q,82,B+,Ozzy Man Reviews,980,6110000,2785292422,AU,Comedy,2014-04-25,17593,761,4972,37,204,30000.0,26494000.0,6600.0,106000.0,79500.0,1300000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCIOrUVVyfoWnmcwG6IwCULQ,48,B+,Loserfruit,1559,4910000,1506468569,AU,Games,2013-03-25,10538,884,11136,53,410,50000.0,52444000.0,13100.0,209800.0,157300.0,2500000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCYd0us2OtW4d4_1cfpT2ktw,46,B+,The Norris Nuts,807,7750000,4524050421,AU,People,2014-06-29,9949,596,2491,28,248,30000.0,50954000.0,12700.0,203800.0,152900.0,2400000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCFC9LamNMmLioW643VZ40OA,97,B+,gotyemusic,54,2720000,2878175246,AU,Music,2007-12-06,20786,1108,4729,99,730,10000.0,28564000.0,7100.0,114300.0,85700.0,1400000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCSnwORddxZG1SyB8lSxWQGg,39,B+,YBS Youngbloods,437,8109999,2760476794,AU,Sports,2010-07-18,8233,562,5057,25,47,70000.0,62333000.0,15600.0,249300.0,187000.0,3000000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UC5OVPGQqCUm0CCyVzELGITQ,3,A,Jasmin and James,5269,6160000,3767281700,AU,Entertainment,2021-09-12,586,768,3373,39,587,380000.0,341863000.0,85500.0,1400000.0,1000000.0,16399999.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCtWWry0cgjWi9C0Ye9sh6og,72,B+,news.com.au,13764,1040000,923887694,AU,News,2019-02-13,15102,1288,20085,226,497,30000.0,28803000.0,7200.0,115200.0,86400.0,1400000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCstrYVM0_fSq3i2JJvaubBg,74,B+,VuJae,1037,9530000,3969840312,AU,Entertainment,2017-11-30,15508,419,3006,17,283,180000.0,36697000.0,9200.0,146800.0,110100.0,1800000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCeogOLhewThX2lh8cPe2IWg,100,B+,Matt Storer,121,602000,319410779,AU,Comedy,2011-08-29,21599,1717,62420,446,1005,34000.0,23995000.0,6000.0,96000.0,72000.0,1200000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCDj_0herIMyPBTBgi_SGLqw,78,B+,Noni Noni,1922,303000,293373396,AU,,2023-01-22,16265,2047,67627,708,708,1000.0,2277000.0,569.0,9100.0,6800.0,109300.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCzYnW2HUrwmR1aMHI_bukHw,61,B+,FG,417,114000,92653290,AU,Education,2014-11-05,13146,2358,194770,898,1558,,101145.0,25.0,405.0,303.0,4900.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCsh7n0l8rgREF_7k1iH5SJQ,1,A,Simon Baker,1370,1350000,1295813027,AU,People,2022-03-13,96,1252,13273,196,833,972000.0,732109000.0,183000.0,2900000.0,2200000.0,35100000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCgZflPixQ_YsiHomDXQ3O1A,94,B+,Tabs_Original,168,239000,192274506,AU,People,2009-11-01,19737,2132,104355,778,1654,29000.0,29350000.0,7300.0,117400.0,88000.0,1400000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCw1SQ6QRRtfAhrN_cjkrOgA,52,B+,LazarBeam,1338,22500000,9580872261,AU,Games,2015-01-04,11264,247,766,4,27,100000.0,47798000.0,11900.0,191200.0,143400.0,2300000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCSuv9a8Knkx7J8ajos6m14g,35,B+,Кувалда.ру LIVE,1672,1230000,1229666349,AU,Entertainment,2021-04-06,6346,1267,14312,209,1069,60000.0,74762000.0,18700.0,299000.0,224300.0,3600000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCZVSKDfIXHL6_st4YXGHwCg,57,B+,TianXinComing,651,1140000,749152354,AU,,2015-03-08,13010,1277,25347,216,216,70000.0,37962000.0,9500.0,151800.0,113900.0,1800000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCjptpVkt0_sENPUOVzR4Ixw,14,A-,Kids Play O'clock,49,267000,154822935,AU,Games,2015-07-18,2082,2087,123688,743,1540,,153833000.0,38500.0,615300.0,461500.0,7400000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCJ8_h7AZjj4tu5GZS_riF_Q,32,B+,Sticky,1095,4530000,4204825881,AU,Entertainment,2015-11-25,5627,923,2764,61,738,70000.0,80449000.0,20100.0,321800.0,241300.0,3900000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCoYu2szPa2OKg_1TCdQHpFg,54,B+,Junpei Zaki,2269,4370000,2487574310,AU,Comedy,2017-01-31,11736,939,5845,62,312,50000.0,47928000.0,12000.0,191700.0,143800.0,2300000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UChrA9LSeVcLRQiMkcvdFhMQ,16,A-,Bridey Drake,997,2580000,1668898766,AU,,2013-08-25,2351,1126,9898,107,107,150000.0,149155000.0,37300.0,596600.0,447500.0,7200000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UC4usqOoOAxc3qfxnv4yOmkQ,79,B+,Macfarlane Bros,194,743000,368723770,AU,Entertainment,2006-09-06,16733,1571,54518,361,1357,46000.0,31386000.0,7800.0,125500.0,94200.0,1500000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCjVPqIaIEUpDzEOvaA_IH6A,98,B+,Ron mushoul,1016,145000,209325269,AU,People,2016-06-11,21102,2258,95299,869,1752,13000.0,26406000.0,6600.0,105600.0,79200.0,1300000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UC7Ih5zutG5D9GRzgY__LiKw,49,B+,Im Nick,78,598000,206693809,AU,,2023-12-23,10862,1735,98710,460,460,75000.0,50050000.0,12500.0,200200.0,150100.0,2400000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCk8_8rY4q0cV1sOuSbVC_hg,11,A-,Vin,634,3990000,2761054232,AU,Comedy,2015-10-15,1395,982,5127,70,347,200000.0,196687000.0,49200.0,786700.0,590100.0,9400000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UC66KzYUMWmN4PralND7cgAA,30,A-,The Mik Maks,454,7930000,7082380137,AU,Entertainment,2013-10-02,4963,580,1260,26,415,90000.0,87053000.0,21800.0,348200.0,261200.0,4200000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UC8sSeqYSv_XBP_P8prqC_Qg,59,B+,Muso Music Academy,645,293000,287324882,AU,,2021-09-01,13098,2067,70945,725,725,36000.0,46081000.0,11500.0,184300.0,138200.0,2200000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCVKG2DdKpOPHh09u_8Ltl_w,81,B+,avneesha_delulu,237,1070000,490276306,AU,,2024-01-21,17540,1285,40682,223,223,60000.0,34451000.0,8600.0,137800.0,103400.0,1700000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UC53G99UxZfi_8ZwzX9xHjNQ,87,B+,Mr Chip,216,59400,55011170,AU,,2024-03-07,18848,3244,311304,339,1339,17700.0,23781000.0,5900.0,95100.0,71300.0,1100000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCTAPk5wmJuGcgJGAQ5lMzHw,58,B+,Goat Club,28,56200,46505818,AU,,2021-12-16,13085,3358,361420,383,1383,49600.0,44848000.0,11200.0,179400.0,134500.0,2200000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCdI8MAC5HoPJSJ4zrgDDI_Q,69,B+,Tame Impala,19,2700000,1926461293,AU,Music,2010-02-23,14585,1110,8077,100,732,20000.0,38517000.0,9600.0,154100.0,115600.0,1800000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCT352ng8cgEjviEERcFJs9A,89,B+,amir45n,389,48700,121289727,AU,Games,2017-08-21,18983,3629,158438,435,2336,6800.0,27542000.0,6900.0,110200.0,82600.0,1300000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UChUstKIzrrQlZH3qDQGGclQ,95,B+,Ascend Wealth,55,47300,48617944,AU,,2024-03-15,19780,3817,348511,475,1475,20000.0,22380000.0,5600.0,89500.0,67100.0,1100000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UC_g_O9HWb5B0rVDG1hLd5Hw,33,B+,EYstreem,1978,11000000,4112508988,AU,Games,2012-03-16,5779,360,2865,11,98,100000.0,84265000.0,21100.0,337100.0,252800.0,4000000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UC4q12NoPNySbVqwpw4iO5Vg,56,B+,Hillsong Worship,795,9760000,4535127765,AU,Music,2008-04-26,12079,395,2475,15,192,50000.0,45207000.0,11300.0,180800.0,135600.0,2200000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCEpl_q2OEDwUllLKhkjV9Zw,90,B+,Back 2 Basics Adventures,322,1030000,379642640,AU,Sports,2013-04-17,19159,1289,52801,227,391,39000.0,29716000.0,7400.0,118900.0,89100.0,1400000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCobGE_G5kvdhj5Jst8fV4KQ,28,A-,Raythesharpener,2738,2410000,1631991748,AU,,2021-01-08,4876,1146,10204,119,119,150000.0,105769000.0,26400.0,423100.0,317300.0,5100000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCO0akufu9MOzyz3nvGIXAAw,12,A-,Sky News Australia,169081,4860000,5357000615,AU,News,2007-06-20,1905,891,1968,54,191,140000.0,182136000.0,45500.0,728500.0,546400.0,8700000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCcG8hM_J_wUD_hBXqugvmQQ,63,B+,Minsi Outdoors Beachcraft,41,606000,207306211,AU,,2024-06-21,13396,1721,95960,448,448,82000.0,33409999.0,8400.0,133600.0,100200.0,1600000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCXx6w0xmfLG43jNLMuT5ajw,92,B+,CADventures360,233,247000,344506167,AU,,2023-11-19,19334,2114,58200,765,765,17000.0,27336000.0,6800.0,109300.0,82000.0,1300000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCB0JSO6d5ysH2Mmqz5I9rIw,24,A-,AC/DC,199,10700000,10065263108,AU,Music,2005-10-24,3978,363,704,13,174,,101413000.0,25400.0,405700.0,304200.0,4900000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCeQcGsHJVcdvvkNP9Q8wO_w,71,B+,JulseyHipHop,1224,1480000,1143742261,AU,Entertainment,2020-06-30,14902,1239,15506,186,1044,20000.0,34523000.0,8600.0,138100.0,103600.0,1700000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UClla8eaCtAo0KlbfJ4_kr0A,29,A-,Sumeer & Ghizzy,497,678000,345366068,AU,People,2013-10-02,4907,1663,60001,413,1228,134000.0,92714000.0,23200.0,370900.0,278100.0,4500000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCsbFefxpne9aYgoQ7baNnRg,31,B+,Priya and Sid,530,6770000,3005795683,AU,,2021-05-27,5197,697,4476,33,33,70000.0,82015000.0,20500.0,328100.0,246000.0,3900000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UC_2lgidnyh1XykG1mI4ssxQ,42,B+,AestheticWealth,55,65300,73248284,AU,,2024-09-06,9256,3259,276661,344,1344,53800.0,57089000.0,14300.0,228400.0,171300.0,2700000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UC56cowXhoqRWHeqfSJkIQaA,5,A,Bounce Patrol - Kids Songs,391,31300000,24055691851,AU,Music,2013-01-01,655,169,136,1,57,300000.0,281326000.0,70300.0,1100000.0,844000.0,13500000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCzshiXekjY6kjGvufNUGPMA,13,A-,StateHuman,86,1840000,479842088,AU,,2024-06-18,1986,1208,43467,159,159,420000.0,152319000.0,38100.0,609300.0,457000.0,7300000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UC8LcA3grYZg0GNpxlXh8owg,47,B+,SMG4,1050,8520000,4955465424,AU,Entertainment,2009-02-14,10515,520,2180,23,364,80000.0,51103000.0,12800.0,204400.0,153300.0,2500000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UC5VAemP3DbsLRhV77pZQ4GA,50,B+,Tilly Oddy-Black,348,333000,300407477,AU,,2020-08-18,10940,2018,67495,683,683,40000.0,49806000.0,12500.0,199200.0,149400.0,2400000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCQFtOy_w3ySgm76zyBn3rlw,66,B+,Daen's Kitchen,412,1740000,986872533,AU,,2020-03-26,14022,1211,18573,162,162,40000.0,35701000.0,8900.0,142800.0,107100.0,1700000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCiITA5z9d0FacrCJsiAORpQ,7,A,Shabnam shorts,28,501000,384656356,AU,,2024-04-30,996,1913,64267,596,596,328000.0,285428000.0,71400.0,1100000.0,856300.0,13700000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UChK9SydmldlyVh973zQcUWA,45,B+,ZoeTheNoob,926,1700000,334936530,AU,Games,2021-01-17,9596,1217,60569,166,728,90000.0,51034000.0,12800.0,204100.0,153100.0,2400000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCNR93hKfKy493U3lw_djSug,44,B+,Inspiredbyhoops,1859,486000,990794787,AU,,2022-07-06,9494,1848,18641,540,540,22000.0,54899000.0,13700.0,219600.0,164700.0,2600000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCvOg6qqfWyPxB5wiOHvroNg,86,B+,Sailing KALLI,1332,142000,114524379,AU,,2021-12-28,18783,2266,163796,871,871,23000.0,27051000.0,6800.0,108200.0,81200.0,1300000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UC7l8Wy10AB7VqkjRqjLp2iA,84,B+,James Condy,698,9480000,2794679411,AU,People,2012-05-18,18591,424,4965,18,154,100000.0,32330000.0,8100.0,129300.0,97000.0,1600000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCgZt_tDpyU40o5z5be70h1w,91,B+,Foxtel,2307,273000,198203441,AU,Entertainment,2006-03-08,19316,2088,102641,744,1831,31000.0,30683000.0,7700.0,122700.0,92000.0,1500000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UC7Lzxasu_1yxVks_pr1p10g,37,B+,Sam Fricker,7639,5720000,4600785267,AU,Entertainment,2014-08-16,7180,802,2431,45,619,50000.0,61428000.0,15400.0,245700.0,184300.0,2900000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCLQY9RR3JH2xl6exm9F_dwA,38,B+,Hinterland Bees,128,208000,152611135,AU,Education,2018-09-17,8101,2180,133023,815,1474,74000.0,59877000.0,15000.0,239500.0,179600.0,2900000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UC0JHfi5hbFa4Az5CMzSUHcw,36,B+,lizishu,511,2410000,1052210297,AU,,2021-11-19,7128,1140,17173,115,115,40000.0,62031000.0,15500.0,248100.0,186100.0,3000000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCoJ5osZ535ar2kzHwQMnLsA,15,A-,JJC Fam,1833,3210000,1271045809,AU,,2023-02-15,2204,1063,13926,87,87,180000.0,151905000.0,38000.0,607600.0,455700.0,7300000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCDb8_E9XyZnyAA7QB_SD8Sg,4,A,Jiemba Sands,614,12100000,7256627096,AU,People,2012-04-19,648,350,1219,9,117,200000.0,270365000.0,67600.0,1100000.0,811100.0,13000000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCsNlTuXP4Ajl7C10_7YZqgg,41,B+,Finzy,374,128000,183651796,AU,Games,2015-08-19,8743,2308,108513,886,1691,22000.0,42769000.0,10700.0,171100.0,128300.0,2100000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCFiIJEdXb4ZWeK8zYDIaqPQ,43,B+,Kat Clark,848,1420000,1129887068,AU,,2014-05-07,9341,1245,15915,192,192,40000.0,59103000.0,14800.0,236400.0,177300.0,2800000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UC5vVe2R4ucoMzJP53o38Yaw,23,A-,The Wiggles - Kids Songs and Nursery Rhymes,1131,4380000,5039831010,AU,Entertainment,2007-04-04,3904,942,2118,64,757,100000.0,102550000.0,25600.0,410200.0,307700.0,4900000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UC_TFz4MD1ZzcY6NuZAP3Ndw,27,A-,The Rybka Twins,1147,8840000,2071518891,AU,Entertainment,2012-01-25,4700,486,7379,22,338,60000.0,78465000.0,19600.0,313900.0,235400.0,3800000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UC4BC53EHP0pE2ztemmu_96Q,55,B+,BBT PISTOL,75,56000,50876227,AU,Games,2012-04-24,11999,3587,349892,424,2320,50900.0,49235000.0,12300.0,196900.0,147700.0,2400000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UC9K9Wnz6t4cLnCdTzAVrXqQ,83,B+,Vinh Giang,1010,2000000,390834706,AU,,2021-12-27,17657,1183,51102,140,140,130000.0,28478000.0,7100.0,113900.0,85400.0,1400000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UClnt76WNDNFxYWR3vjAUSKw,99,B+,Quotivation,27,95100,58052669,AU,,2023-12-16,21342,2584,295528,973,973,18500.0,20523000.0,5100.0,82100.0,61600.0,985100.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCn_FAXem2_e3HQvmK_mOH4g,21,A-,GLITCH,103,12000000,1316462440,AU,Film,2018-01-13,3332,351,13108,10,63,800000.0,115850000.0,29000.0,463400.0,347500.0,5600000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCUFls5KAtwdLnTrBm23xyIQ,70,B+,Muslim Gacha,443,1210000,277262179,AU,,2021-01-09,14699,1269,72335,211,211,120000.0,36175000.0,9000.0,144700.0,108500.0,1700000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCIVGVpjywyPA3ZusfLAsvbA,34,B+,Tom Harris Football,1783,1820000,1489451802,AU,People,2014-07-02,6124,1203,11269,154,785,40000.0,69606000.0,17400.0,278400.0,208800.0,3300000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
UCR1Jltq7vMzGQVtRd_DR5AA,2,A,NickandCarrie,1254,9710000,10710452250,AU,People,2019-07-02,241,405,643,16,146,310000.0,498039000.0,124500.0,2000000.0,1500000.0,23900000.0,5.71999979019165,23326317,26889126,61340.71048480177,0.6032849357129493
